,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
241,NA,FOJP Service Corporation,Degree - 4 Year Degree,"
FOJP Service Corporation has an exciting Data Quality Administrator position available in their NYC office!
FOJP is looking for a Data Quality Administrator join their expanding insurance and risk management department. As the Data Quality Administrator you will be providing support for the collection and maintenance of client underwriting data used for program insurance marketing, financial modeling, and for preparing coverage summaries.



ESSENTIAL DUTIES & RESPONSIBILITIES:


Prepare timely underwriting data for market submissions and provide insurers with audit information for all lines utilizing the firms Risk Management Information System (RMIS).
Manage the departments 120-day renewal process ensuring timely system updates determined by departments Best Practices.
Update policy renewal information to include proper policy, and related documents, file storage adhering to the firm’s best practices for clients to have timely and accurate information.
Maintain client exposure data used for underwriting.
Provide accurate schedules of insurance along with detailed summary of insurance as required by client interaction.
Maintain updated RMIS user manual and other related manuals used by the department.
Assist FOJP training coordinator with client RMIS training and be the subject matter expert for FOJP colleagues.
Performs other duties or special projects as required or assigned.


PERFORMANCE METRICS:

 Responds to all client questions same day, preferably within 2 hours or refer to client service manager
 Completes projects within timeframe specified upon receipt of assignment, with a high degree of quality, accuracy and attention to detail.




Education/Certification:

 Bachelor’s degree required.

 
Experience Required

 Prior insurance industry experience preferred.
 Customer Relationship Management software experience preferred.


Skills/Abilities:

 Excellent client service skills, strong listening skills and the ability to articulate a plan for resolution clearly, in person and via phone.
 Ability to understand the level of urgency and importance of a request in relation to business needs, and respond appropriately.
 Demonstrated technical problem solving and diagnostic skills.
 Proven attention to detail and accuracy.
 Self-starter, committed to excellence, willing to take ownership of responsibilities; possesses high level of positive energy and drive.
 Strong organizational skills, with the ability to manage multiple priorities, and the ability to follow through with task completion.
 Advanced Excel skills to work with vast amounts of client data

",Full-Time,Experience - At least 2 year(s),Insurance,"28 East 28th StreetNew York, NY 10016",NA,Data Quality Administrator,Travel - None
242,Information Technology,Blue Horizon Tek Solutions,NA,"

Position:  Oracle Developer – PL/SQL – CONTRACT (or RTH)Industry:  Financial ServicesLocation:  Jersey City, NJ The Role, The Day to Day and What's Needed: Analyze, design, develop and implement diverse and complex systems.. Hands on with the solution implementation including installation and deployments Creates and review unit test plans. Identifies opportunities to improve testing process. Performs and/or leads design, coding, testing, implementation, and documentation of solution. Develops basic and detailed program specifications. Ensures that expected application performance levels are achieved. Leads technical staff and clients to investigate, analyze, and resolve complex technical problems. Identifies and manages interfaces, service levels, standards, and configurations.

You'll Need: Proficiency with analyzing data and writing SQL scripts. Very adept at balancing MS XLS spreadsheets data to database queries. Ability to work with (ideally) BOTH Oracle and SQL Server databases
 Deep background in Oracle database administration, design and programming  Expertise in Oracle and generic database techniques and practices; currency in Oracle releases, patches and compatibility issues. Understanding of Oracle security, synonyms, permissions and grants. Experience in database design, creation and debugging of stored procedures and triggers, indexes, queries, views, timed as implemented using Oracle 10g. Skills in data manipulation into and out from Oracle tables, including import to, export from diverse external structures, creation and support of interfaces with both Oracle and non-Oracle databases Knowledge of ERD database design software and the TOAD database development tool. Familiarity with client-server applications and Windows ODBC in the context of establishing and supporting connectivity and database interaction with Oracle.  Skills in all phases of project / application design, development, testing, quality assurance and implementation. This includes familiarity with modification of existing applications and response to mid-course corrections and changes in project requirements. Ideally has Reinsurance Experience


",Full-Time/Part-Time,NA,"Banking - Financial Services, Insurance","Hoboken, NJ 07030",$65.00 - $75.00 /Hour,ORACLE Developer/DBA - PL/SQL,NA
243,Information Technology,Kforce Technology,NA,"
RESPONSIBILITIES:Kforce has a client seeking a Mid-Level SQL Server DBA in Irvine, California (CA).Summary:The SQL Database Administrator is responsible for providing technical and organizational leadership for the enterprise's database environment including overseeing the development and organization of the databases, assessment and implementation of new technologies and providing Information Technology with a long-term perspective on the relationship of database technology to the business opportunities facing the enterprise.Responsibilities:
 Responsible for monitoring customer facing databases and ensuring 24x7x365 uptime with on call responsibility
 Responsible for identifying optimization opportunities within customer facing databases
 Responsible for capacity management and capacity planning of database resources
 Responsible for maintaining the security integrity of database services and systems which support the various operating units of the enterprise
 Provides leadership during the development and enhancement of the enterprise's production applications including working with application development and technical operations teams during the design, development and implementation of applications
 Maintain and update documentation on database related procedures and configurations procedures and configurations
 Perform change management of database systems following the companies defined change management policies



REQUIREMENTS:
 Minimum of 2 years of experience with Microsoft SQL Server, with a minimum of 3 years in highly transactional
 Experience with administration of Microsoft SQL Server 2014 and 2016
 Experience with Microsoft SQL Server tools (IDERA experience a plus)
 Significant experience with high availability/mission critical operations
 Candidate must have extensive enterprise level experience designing and implementing database systems
 Strong background in installation and configuration of SQL Server database technology in a development and DBA capacity

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
",Full-Time,2 years,Computer Software,"Irvine, CA 92606","$85,000.00 - $95,000.00 /Year",Mid Level SQL Server DBA,NA
244,"Admin - Clerical, Customer Service, Health Care",PeopleShare Inc,Degree - 2 Year Degree,"
PeopleShare has an excellent opportunity for a Data Processor with our client, a national healthcare company, in King of Prussia PA!

Schedule: Monday - Friday; flexible hours (8:30 AM - 5:00 PM OR 9:00 AM - 5:30 PM OR 9:30 AM - 6:00 PM)

Pay Rate: $15.00 - $15.50 hourly 
Contract to hire
Job Responsibilities & Description for Data Analyst:The data processor will work in the corporate office for a national healthcare company. In this role you will assist with all claims and/or bills as they are sent to to be processed. You will be responsible for importing the information into the database, updating customer accounts, and ensuring that all documentation is sent to healthcare professionals in a timely manner. Additional details below: 
Review case information to determine if new cases need to be opened or patient can be followed in existing case.
Process new information by reviewing data for deficiencies and resolving discrepancies.
Verify new case data by reviewing, correcting, deleting, or re-entering data; combining data when account information is incomplete; purging files to eliminate data duplication.
Apply cash receipts to patient accounts accurately and efficiently into the computer system by date of deposit.
Accept/open new claims for customers and begin processing. 
 Job Requirements for Data Processor:
Must have 6 months of recent experience working in an office environment. Internship experience does count!
Degree strongly preferred, but relevant experience is acceptable. 
Must have strong attention to detail and time management skills.
Must have a positive attitude and willingness to learn.
PeopleShare is the leading Staffing Agency in the region and has temporary to hire and permanent jobs in Pennsylvania (PA) - King of Prussia, Center City Philadelphia, West Chester, Norristown, Conshohocken, Horsham, Lansdale, Montgomeryville, Hatboro, Wayne, Malvern, Media, Plymouth Meeting, Exton, Collegeville, Oaks, Phoenixville, Royersford, Pottstown, Media, Chester, and the Main Line. We have openings for receptionist, data entry, customer service, collections, call center, data entry clerk, administrative assistant, accounts payable clerk, accounts receivable clerk, file clerk, warehouse, assembly, production, data analyst, forklift, machine operators, maintenance mechanics and office managers.PeopleShare provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, PeopleShare complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
",Full-Time,NA,"Exercise - Fitness, Healthcare - Health Services, Insurance","King of Prussia, PA",$15.00 - $15.50 /Hour,Data Processor,NA
245,Information Technology,Apex Systems,Degree - 4 Year Degree,"
Job #:   809481 Role: Oracle Apps DBA  Location: San Antonio, TX Duration: 6-18 Month Contract    Position Summary: The Oracle Applications Database Administrator will be working with Application Developers and Production Support teams in support and implementation of application changes, database enhancements, database production support including incident, problem and change management, extensive troubleshooting, Oracle quarterly patch installs, Oracle upgrades, running data-pump exports/imports to refresh data, backups and restores to refresh into non-production environments. The Apps DBA will also engage in troubleshooting application tier components such as concurrent manager, Oracle HTTP server, forms.  Monitoring and tuning the Oracle EBS application tier, installed modules, cloning, configuration enhancement, patching, installation and workflow are additional tasks being supported for mission critical environments. Duties and Responsibilities:  Participate in 24/7 on-call rotations for production-support for Oracle Based Environments Provide hands-on experience with implementation, upgrade and tuning of large Oracle EBS environments Strong understanding of Oracle RDBMS architecture and install new versions of the Oracle as necessary Troubleshoot problems regarding the databases, applications and development tools Provide cloning of EBS systems and automation procedures Patch assessment and application in an Oracle EBS environment Application tier cloning Environment run book and procedure documentation  Qualifications:  Experience in Federal DoD environment - Current NACLC/ T3 Investigation or Secret Clearance Experience with multi-tiered R12.2 EBS Architecture Experience with Oracle Application Framework Processing Experience with R12 EBS HCM Modules Experience as an Oracle Apps DBA with R12 experience throughout all stages of the lifecycle Proven experience with multiple operating systems: Linux/Unix/Solaris/Windows and physical database design Experience with RAC database and configuring Load Balancers Experience and knowledge in migrating code, database changes, Oracle quarterly patch installs Experience with Oracle Fusion Middleware applications Team player with positive attitude. Strong analytical and problem-solving skills Ability to work independently with minimal supervision    Education and Experience:  Bachelor’s Degree in related field of study COMPTIA Security Plus Certification  Current NACLC/ T3 Investigation or DoD Secret Clearance 5-7 years of Oracle APPS DBA Experience    If you are interested in this position, please send resumes to [Click Here to Email Your Resumé]  
",Contractor,Experience - Up to 7 year(s),Other Great Industries,"San Antonio, TX",NA,Oracle Apps DBA,NA
246,Information Technology,Vaco Technology,NA,"
Database administration experts-are you ready to grow your career by applying your database expertise to more complex projects with some of the nation's top companies? Let Vaco serve as your advocate in presenting you to clients who are looking for Database Administrators. Our recruiting staff gives you an advantage over your competition by promoting your strengths and assets directly to hiring managers while helping you to be more prepared for your interviews.From keeping you up to date on market trends and industry expectations to providing you with valuable insight into the company culture, compensation expectations, and growth opportunities of specific clients, Vaco will give you the edge you need in today's highly competitive job marketplace. If you are passionate about database administration and are ready for a rewarding new challenge, let Vaco help you to make it happen. Apply today!*Due to the nature of this position we can only consider candidates that can work on a W2 basis.Description: The Sr Database Administrator will be responsible for the operation of numerous SQLServer databases while working closely with internal clients such as business analysts, systems programmers, and application developers to define and resolve information flow and content issues while helping to transform business requirements into environment specific databases. In this position, the successful candidate will work with a high availability, high volume transaction processing (OLTP) and OLAP environments on Windows platforms. This person needs to be a SQL DBA, as well as be strategic.Roles and Tasks:* Provides technical expertise in the use of database technology * Accountable for the overall performance of the enterprise's database environment * Monitors and analyzes performance metrics and allocates database resources to achieve optimum database performance * Performance tuning in both TSQL and through monitoring environmental profile* Supports multiple servers and multiple databases of medium to high complexity (complexity defined by database size, technology used, and system feeds and interfaces) with multiple concurrent users, ensuring control, integrity and accessibility of the data * Provides technical coaching on more complex issues * Design, architect, and build databases from determining business requirements to planning and deploying test and production systems.* Perform operational DBA duties. These will include: installation, database upgrades, patching, environment cloning, implementing backup/recovery and monitoring procedures, capacity planning, and site failover/switchover.* Interface with clients, network, hardware, and system operations teams to resolve problems with application/database systems.* Maintain expertise in MS SQL Server DBMS, logical and physical database design best practices. Manage monitoring / capacity management processes to ensure appropriate scale of growth* Manage and resolve technical issues related to the implementation of MS SQL Server (software releases, patch management, tools, and capacity planning, backup and recovery strategies)* Provide database technical guidance / training and hands on database administration supporting the application development teams throughout the lifecycle of assigned projects* Provide feedback to the design of logical and physical data models and the application code to ensure optimal performance of the system as applicableSkills and Qualifications:* BS degree in Computer Science, Engineering, Mathematics, Statistics or related field or equivalent practical experience. * Experience administering large-enterprise SQL Server 2016+ database environments.* Strong understanding of relational database architecture concepts.* Designs and develops databases, data movement, data replication, views, stored procedures, SSIS and SSRS solutions* SQL ""Always On"" experience is HIGHLY PREFERRED* Has administered SQL Servers in a virtual environment* Hands on experience building and administering SQL Server 2016* Prior experience supporting Microsoft .NET applications is plus* Expertise in SSIS, SSRS, and SQL clustering.* Knowledge of Window server platforms (2012, and 2016).* Knowledge of system and network monitoring tools (Solarwinds) a must* Experience working in an Agile environment* Strong oral and written communication skills* Demonstrated ability to interact in a positive, respectful manner and establish and maintain cooperative working relationships. * Ability to effectively organize, prioritize, multi-task and manage time. * Perform scheduled maintenance and support release deployment activities after hours.* All job offers are contingent on successful completion of a background and reference check
",Full-Time,NA,Other Great Industries,"Columbus, OH",NA,Sr. SQL DBA/Architect - Direct Hire! (No C2C or Sponsorship),Travel - None
247,Information Technology,Strategic Staffing Solutions,NA,"
JobID: 132094Title: Senior Database Analyst – Data Modeling / Data AnalysisRole Type: W2Location: St.Louis. MODuration: 6 months probably extend to 18 monthsWork Schedule: 40 hours per week How to Apply: Send resume in MS word format to, Monnisha Booker, Sourcing Specialist, at [Click Here to Email Your Resumé]. Reference JO# 132094.Requirements: Should be a versatile player, who can create Data Views, and perform data modeling/analysis as needed. 1.       Bachelor’s degree in related technical field2.       5 or more years of experience working in a large data warehouse environment3.       Recent experience working with large scale Oracle environments4.       Strong Oracle SQL and PL/SQL performance tuning skills5.       Excellent communication skills (written and verbal)6.       Ability to manage time efficiently and to prioritize project work7.       Strong understanding of dimensional modeling8.       Passionate about data Nice to have:1.       Experience with Hadoop (development, not admin)2.       Knowledge of MPP systems and distributed computing3.       Familiarity with Linux (sed/awk/etc.)4.       Experience with any of the following development languages: shell scripting, python, Java, C/C++ or C#5.       Experience with Oracle GoldenGate The S3 DifferenceThe global mission of S3 is to build trusting relationships and deliver solutions that positively impact our customers, our consultants, and our communities.  The four pillars of our company are to:•         Set the bar high for what a company should do•         Create jobs•         Offer people an opportunity to succeed and change their station in life•         Improve the communities where we live and work through volunteering and charitable giving As an S3 employee, you’re eligible for a full benefits package that may include:•         Medical Insurance•         Dental Insurance•         Vision Insurance•         401(k) Plan•         Vacation Package•         Life & Disability Insurance Plans•         Flexible Spending Accounts•         Tuition Reimbursemen
",Contractor,NA,Other Great Industries,"1 North Jefferson AvenueSt. Louis, MO 63103",NA,Senior Database Analyst,NA
248,"Information Technology, Government - Federal",Imagine One Technology,NA,"
magine One is seeking a Microsoft SQL Database Administrator - Lead (NMMES) for a large Navy support contract.  
 
Position Summary
Minimum of 8 years of experience working as an MS SQL database administrator in a production environment.  Excellent performance tuning skills for tuning critical databases and jobs.  Proactively prevent database issues by closely monitoring the databases on a regular basis and implementing the tools and procedures required to maintain a very stable environment.  Responsible for administering, analyzing, recommending, and supporting data structures and data processes required to meet business objectives.
 
Duties and Responsibilities



Manage and support the deployment of builds into different test as well as production environments.

Manage / Configure of batch jobs

Manage purge jobs

Manage database statistics

Tune and resolve database performance problems

Monitor Production database performance and lock contention

Develop scripts for re-organization of database objects, index rebuilds, partition maintenance

Effectively manage and monitor all aspects of MS SQL/Oracle environments (development, test, and production)

Monitor database space usage and work with system DBAs to obtain the necessary space allocated in the databases

Assist in creation of SQL/PLSQL scripts any required database stored procedures, functions and automated jobs

Manage / support data migration activities

Prepare a daily report indicating the database health for support of daily database operations

Assist with the planning and execution of database software upgrades and patching



Skills and Qualifications



Computer Science or Business degree or equivalent working experience

10 years’ experience in the Information Technology field with a minimum of 8 years’ experience specifically supporting MS SQL/Oracle Databases.

Knowledgeable of Datapump utility

Oracle PL/SQL experience is a plus

Oracle OEM GRID experience is a plus

Excellent communication skills and works well with diverse teams or independently



Educational Requirements: 



Must meet Information Assurance Technical (IAT) Level II certification criteria specified in DoD 8570-01M

A computing environment certification such as Microsoft SQL Administered




Security Requirements: U.S. Citizenship required. Candidate must have a secret or the ability to obtain a secret DOD clearance.





Imagine One offers a full package of benefits and competitive salary, excellent group medical, vision and dental programs. 401K savings plan; $4K annual tuition reimbursement ($5K if pursuing Master’s degree); employee training, development and education programs; profit sharing; advancement opportunities; and much more! Imagine One is an Employee Owned Company!
 

EEO/AA Employer. Protected Veterans and individuals with disabilities encouraged to apply.
",Full-Time,Experience - At least 8 year(s),"Defense - Aerospace, Military","5800 Lake Wright DriveNorfolk, VA 23502",NA,Microsoft SQL Database Administrator - LEAD (NMMES),NA
249,Information Technology,Kforce Technology,NA,"
RESPONSIBILITIES:Kforce has a client that is seeking a Senior SQL Database Administrator in Sarasota, Florida (FL).Responsibilities:
 Architects, designs and deploys new, or modifications to, databases SQL databases
 Create new database clusters and be responsible for HA / DR Solutions using AlwaysON, Replication, Log shipping etc. for business continuity and data growth
 Supports SQL Server databases and ensures their performance, availability and security
 Develops the logical data model and the conversion of the logical model into the relational database model
 Provides leadership in the development, management, documentation and execution of business recovery strategies
 Leads and manages all data integrity and database tuning
 Responsible for data purging, archiving and retrieval as it relates to data stored in SQL Server
 Accountable for the uptime, performance and overall health of all SQL Servers and supporting systems and infrastructure
 Plans and implements upgrades, ensuring system integrity and monitoring and establishing security protocols
 Ensures availability and performance of the databases
 Participates in the creation of both the logical and physical data models
 Proactively monitors the database systems to ensure secure services with minimum downtime
 Manages SQL server security
 Troubleshoots and problem solves SQL development and SQL server production issues
 Troubleshoot performance issues and suggest / implement optimizations
 Creates setup and monitors all SQL Server jobs
 Other duties as assigned



REQUIREMENTS:
 4-year degree in a Computer Science or Mathematics related (technical) degree program or 6+ years equivalent work experience in the technology platforms above
 Certification is a plus; MCTS, MCITP, MVP
 At least 10 years of experience as a DBA with MS SQL Server (2008 & 2012, 2005 a plus) with solid experience playing senior level roles
 Minimum 5 years of experience tuning SQL in MS SQL platforms
 Experience working with Windows server 2008 and 2012, including Active Directory and proper disk configurations
 Experience designing and deploying automated alerts when errors occur or performance moves below tolerable thresholds
 Experience with Windows PowerShell a plus
 Experience in Performance Tuning and Optimization (PTO), using both native and Idera monitoring and troubleshooting tools
 Experience with backups, restores and recovery models
 Experience with SSAS, SSRS, and SSIS
 Experience with Idera SQL Monitoring Tools
 Experience working on AWS
 Knowledge of indexes, index management, statistics and related performance impacts
 Knowledge and experience with IBM Informix database a plus
 Experience managing high volume, high concurrency environments and multi-TB OLTP databases
 Knowledge of High Availability (HA) and Disaster Recovery (DR) options for MSSQL Server, including Always-on and clustering techniques / configurations
 Good communication and documentation skills
 Knowledge of data warehouse design using dimension / fact (Kimball) based models
 Involvement with the MSSQL Server Community; membership in PASS, active in forums or newsgroups
 Knowledge of Linux, Shell programming, Informix, and Informix 4GL a plus

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
",Full-Time,6+ years,Accounting - Finance,"Sarasota, FL 34232",NA,Senior SQL Database Administrator,NA
250,Information Technology,Genesis10,NA,"
Genesis10 is currently seeking an Oracle DBA with our client in the financial industry in their Charlotte, NC location. This is a 7 month + contract position.Description: Seeking an Oracle DBA
Responsibilities: Contributing to approximately 50% of the enterprise RDMBS landscape Adds to the number of features to standard SQL from Oracle DB,  Handling  transaction control, exception and error handling, row processing, and declared variables Understanding of Oracle database advanced capabilities and a corresponding level of technical acumen and sophistication.  Responsible for the development and implementation of engineering standards and guiding principles to standardize, secure and automate configuration, availability and maintenance procedures To ensure Oracle RDBMS landscape the availability and consistent performance of our corporate applications
 Requirements: 10 years of engineering experience 10+ years Oracle Server Engineering experience required Experience defining and maintaining enterprise database engineering standards Experience automating Oracle administration Experience delivering Database-as-a-Service Expert knowledge of Oracle security domain Experience with Performance Tuning and Optimization (PTO), using native monitoring and troubleshooting tools Experience with backups, restores and recovery models Knowledge of High Availability (HA) and Disaster Recovery (DR) options for Oracle Database Experience working with Windows server, including Active Directory Excellent written and verbal communication Flexible, team player, ""get-it-done” personality Ability to organize and plan work independently Ability to work in a rapidly changing environment Ability to multi-task and context-switch effectively between different activities and teams. Development experience Oracle Engineering experience Microsoft SQL Server engineering experience OCP Able to work as a W2 employee of Genesis10 (no Corp-to-Corp)
 If you have the described qualifications and are interested in this exciting opportunity, please apply!About Genesis10:Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives.  If you are a high performing business or IT professional with solid, referenced experience, we want to meet you.  Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations.  We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement – project after project.   To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com.  ""Genesis10 is an Equal Opportunity Employer, M/F/D/V”
",Contractor,NA,Banking - Financial Services,"Charlotte, NC","$110,000.00 - $115,000.00 /Year",Oracle DBA,NA
251,Information Technology,NA,NA,"
Immediate need for a Teradata DBA with experience in the Travel Industry. This is a 6 months contract opportunity with long-term potential located in Dallas/Ft Worth, TX. Please review the job description below:

Job ID: 18-10802
 
Key Skills:
·         10+ years Sr Teradata DBA experience 
·         Extensive Teradata Database Administration in Production and Development Environment. Manage and maintain data in production and non-production databases. Support production on-call. 
·         Extensive knowledge in Teradata tools and Utilities, FastLoad, Multiload, Tpump, FastExport 
·         Extensive Performance Tuning experience in Teradata System 
·         Extensive Teradata Resource Management Experience 
·         Extensive Teradata Viewpoint Experience 
·         Working knowledge in Teradata Active System Management (TASM)
·         Create automation to manage deployments and monitor databases 
·         Sound Relational Database knowledge 
·         Basic Unix/Linux and networking skill 
·         Any scripting Language 
·         Exposure to full Application Development Life Cycle and Agile Scrum methodology 
·         Database data modeling and design experience. 
·         Drive database design, implementation and maintenance in the context of Agile team delivery, including modeling, creation, enhancements.
 
Our client is a leading Travel Industry and we are currently interviewing to fill this and other similar contract positions. Qualified candidates should apply NOW for immediate consideration.  
",Contractor,Experience - At least 10 year(s),Travel,"Dallas, TX",NA,Teradata DBA,Travel
252,Information Technology,Experis,NA,"
We are seeking a Database Administrator for a 6 month contract role in Seattle, WA. In this role, the DBA will provide database support for oracle/PostgreSQL migrations. The DBA will work directly with other database and software engineers to implement solutions to accommodate our growth through efficient approaches to data storage. The DBA will have the opportunity to successfully execute migrations of mission critical systems within tight timelines.  Required skills: * Bachelor's degree in Computer Science or related field * 10+ years relevant experience * SQL proficiency * Experience with migrations using Oracle and PostgreSQL * Experience with big Oracle to PostgreSQL migrationsLinux experience * Scripting in Python or UNIX shell * Experience dealing with large databases * Experience with managing production database servers * Administration MS/Linux servers, and storage * Experience in supporting internal and external customersPreferred skills: * Design and development experience with several enterprise class database migrations is preferred.Effective communication and strong collaboration skills are requirements for the position * Experience with multiple database platforms is a plus * Strong troubleshooting and problem solving skills * Experience with managing production database servers * Quantifiable success as a DBA * Thrives in a fast-paced, innovative environmentExperis is an Equal Opportunity Employer (EOE/AA)
",Contractor,Experience - At least 10 year(s),Consulting,"Seattle, WA",NA,Database Administrator,NA
253,Information Technology,General Dynamics Information Technology,Degree - 4 Year Degree,"

Job Description

Responsible for designing, planning, implementing and administering databases, including security, access, and documentation. 
Participates in the design, maintenance, enhancement, coding, and administration of relational databases.
Analyzes and determines information needs and elements, data relationships and attributes, data flow and storage requirements, and data output and reporting capabilities.
Coordinates new data development ensuring consistency and integration with existing data warehouse structure.
Reviews business requests for data and data usage, researches data sources for new and better data feeds.
Participates in continuous improvement efforts in enhancing performance and providing increased functionality, including performing proactive maintenance such as ensuring continued space availability, monitoring activity, and documenting problems, changes, and solutions.
Tests designed applications.
Assignments may include design of data dictionaries, database structure and layout, installing, upgrading, and managing database applications.
Stay current on vendors' best security practices in relation to organizational requirements.
Maintains current knowledge of relevant technologies as assigned.
Participates in special projects as required.


Education

Bachelors Degree in a Computer Science or related technical discipline, or the equivalent combination of education, technical certifications or training, or work experience.

Qualifications

2-5 years of related database analysis and/or administration experience. MUST have ACTIVE SECRET Security Clearance Experience Requirements:
Writing software in a *nix (RHEL) and Windows environment - Java and/or C#, Visual Basic, VBA, SQL
Web Application and/or Services development.
General GIS and ESRI suite.
Relational Database Management System (RDBMS) development.
Code repository utilization (SVN or Git).
Standards based software development and engineering.
Structured/process driven software development.
Preferred Experience:
Virtualization (AWS, VirtualBox, VMWare, Vagrant, Google, etc.).
Secure software development practices.
Security Technical Implementation Guide (STIG) for Application Security and Development (ASD).
 As a trusted systems integrator for more than 50 years, General Dynamics Information Technology provides information technology (IT), systems engineering, professional services and simulation and training to customers in the defense, federal civilian government, health, homeland security, intelligence, state and local government and commercial sectors. With approximately 32,000 professionals worldwide, the company delivers IT enterprise solutions, manages large-scale, mission-critical IT programs and provides mission support services. GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.#CB#DICE#HCSDCJ
",Full-Time,2-5 years,Computer Software,"2603 Lower Gainesville RdJohn C. Stennis Space Center, MS",NA,Database Analyst,NA
254,"Government, Government - Federal, Other","TEKsystems, Inc",NA,"
TEKsystems client has an immediate need for a Sr. SQL DBA. This is a long term opportunity for a Senior DBA in a stable company. This role has excellent long term benefits.This person will be responsible for all duties related to SQL Server database administration of 400+ SQL 2005/2008/2012 databases in a clustered and virtual environment.The DBA will be responsible for maintaining the health of the database infrastructure, designing and deploying the DR infrastructure, troubleshooting issues, performance tuning on the system, maintaining backups, installing new database instances, creating & reviewing stored procedures and triggers, SQL scripts & reporting, tables, forensics.This person must have experience with the following...
SQL Database administration
SQL clustering and mirroring
Database development experience
Please apply ASAP if you are interested in learning more about this role.About TEKsystems:Join TEKsystems®, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other.The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please call 888 472-3411 or email accommodation@teksystems .com for other accommodation options.
",Full-Time,NA,"Government - Civil Service, Other Great Industries","West Palm Beach, FL",NA,Sr. SQL DBA,NA
