,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
227,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 02710-0010373108Classification: Programmer/AnalystCompensation: $100,000.00 to $120,000.00 per yearPosition Summary The Application Developer role is responsible for the process, life cycle and creation of software aimed at helping users complete a task. Developers work closely with other members of the Information Technology Department and end users to develop the necessary specifications for software. The Application Developer also tests, debugs and improves generally faulty applications for users. Responsibility also includes understanding the Organizations and NFL Security Information requirements, and HIPAA, PCI and other regulations, as necessary and incorporates them into their everyday work. This includes understanding and implementing a Software Development Life-Cycle. Responsibilities Software Architecture  Research and analyze all aspects of existing football operations  practices and procedures - to determine areas where technology can be applied to improve performance and efficiency  Communicate with peer organizations to determine our level of advancement following industry technological advances  Interpret football department requirements and transform them into software development solutions  Communicate directly with football department heads to keep them updated on project progress Application Development and Support  Design, develop and implement new software solutions to address football department needs  Maintain and improve performance of existing software  Test programming to ensure functionality and optimization  Recommend improvements to existing software programs as necessary  Troubleshoot and debug code for existing programs based on immediate need, quickly and efficiently, and provide production ready hot fixes  Balance workday between multiple projects and respond immediately to application support requests from staff  Provide application support for in-house software programs for coaches, scouting and football department heads Front End Development  Design, develop, update and maintain in-house HTML applications  Monitor application performance and remediate usability problems and performance issues  Conduct meetings to discuss and plan new features for existing HTML applications Database Administration  Monitor and maintain database system health and security  Create accounts for all users and assign security levels  Provide end to end database technical support and problem resolution  Perform data validation and quality control checks to maintain the integrity of football information databases Data Architecture  Work with departmental managers to outline specific data needs and provide supporting structures  Develop database design and architecture to support new applications  Create and configure new databases to house third party data sources (PFF, Zebra, League Data, etc.)  Monitor database utilization and create new indexes and views to enhance database performance Data Analyst  Analyze data and generate useful football statistical reports  Provide ad-hoc reports for the Football Information and Pro/College Scouting departments  Design and develop reporting applications to generate reports in Microsoft Word and Excel Develop, enhance, support and maintain the following production applications:  Athlete Combine Application  stats and useful player information  Athlete Medical Application  used by the trainers / medical staff to process players during the combine

 Assist in the maintenance and support of current internal systems, while developing the next generation platform  5 years or more relevant experience in application development, reporting and analysis  Demonstrable experience in database development (Microsoft SQL and MySQL) including functions, stored procedures, schema design, scalability and complex queries  Experience with VB6 is highly preferred  Experience in object-oriented and .NET/ASP.NET programming  Familiarity with HTML5, CSS, JS Frameworks, Visual Basic, JavaScript, Python and other web development languages  Basic understanding of pros and cons of all major languages and technologies, so recommendations can be made to team on best practices for future projects  Possess the technical ability to learn new programming stacks as required  Familiarity with software processes (Source control, Problem tracking and resolution,  Documentation, Agile Methodologies, DevOps, etc.)  Strong experience in all aspects of the SDLC, including the ability to establish and adhere to standards and best practices  Excellent interpersonal and communication (written and oral) skills and the ability to work both independently and as part of a team  Effective organizational, task and time management skills and a strong attention to detail  Preferred understanding and experience with Football-specific data For immediate consideration, please send an updated resume with salary requirement to [Click Here to Email Your Resumé]Technology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Full-Time,5 years,"Computer Hardware, Computer Software","East Rutherford, NJ 07073","$100,000.00 - $120,000.00 /Year",Full Stack Developer (Sports Industry),NA
228,Installation - Maint - Repair,PointOne Recruiting Solutions,Degree - High School,"
CMM Programmer


                Are you highly motivated, organized, and enjoy working in a fast-paced manufacturing environment?  Do you enjoy working in a team atmosphere?  If you would like to grow your career and be part of a successful team, then you could be what our client, a leader in their industry, is looking for in their next CMM Programmer.  This is an excellent opportunity with a growing company that offers a competitive compensation package.  If this is for you or someone you know, please forward a current resume to [Click Here to Email Your Resumé]

Requirements – CMM Programmer

High school degree or equivalent
5 years of previous experience
Strong GD&T background with experience with PC-DMIS
Experienced with Capability Studies and developing Cpk data for Key Characteristics for Die Cast and/or Machined Components

 

Apply Now!  Send resumes to [Click Here to Email Your Resumé]
",Full-Time,Experience - At least 5 year(s),Manufacturing,"Racine, WI","$65,000.00 - $70,000.00 /Year",CMM Programmer,NA
229,Information Technology,NV Energy,Degree - 4 Year Degree,"
Basic Purpose
Evaluates application technology needs and recommends solutions to highly complex business problems.  Designs, develops, tests, supports, and modifies application systems. Creates business cases, project plans and adheres to System Development Life Cycle (SDLC) methodologies for all programming changes and system modifications. 

Essential Duties and Responsibilities
Evaluates systems and programming needs of business and operating departments.

Interviews users and determines system requirements and sources of required data
Develops business cases and recommends system solutions
Conducts RFP processes from gathered business and system requirements

Designs systems, modules, and/or approaches, and required enhancements.

Ensures alignment with Corporate standards and strategic technology decisions
Designs and develops application integrations and related services using SOA tools and practices
Develops necessary application diagrams and logic flowcharts.
Creates appropriate technical artifacts to support development within SDLC guidelines
Performs unit and system testing and coordinates user acceptance testing 

Maintains technology expertise and keeps current with evolving technologies

Attains certifications to demonstrate technical mastery of application platforms
Knowledgeable in newer technologies Object Oriented programming techniques and products
Provides training and mentoring to other IT staff and end-users 

Performs related duties as assigned.


Essential Education, Skills, and Environment  Education and Work Experience  Bachelors degree in the area of specialty from an accredited school and 6 or more years of related experience. 
Candidates that do not possess a bachelor's degree must have 10 years or more of related experience.

Specialized Knowledge and Skills  
1) In-depth knowledge of AutoCAD Map 3D required  
2) Knowledge of the electric and gas distribution design process, materials and cost estimating. 
3) .NET desktop application development using C#. 
4) Oracle Spatial and SQLite databases. 
5) Knowledge of ETL tools, preferably FME. 
6) Experience working directly with the end users to gather requirements, documentation, testing and sign-off. 
Comprehensive knowledge of programming and systems analysis procedures. Advanced understanding of application development methodologies using SDLC processes. Excellent written and oral communication and project/team leadership skills. Demonstrated ability to work independently or with minimal supervision. 

Equipment and Applications  PC and various software applications 

Work Environment and Physical Demands  General office environment. No special physical demands required. Some same-day travel to area field offices required. 

NV Energy is an equal opportunity employer.  All qualified applicants will receive consideration for employment without regard to, among other things, race, color, gender, national origin, ancestry, religion, physical or mental disability, age, veteran status, sexual orientation, gender identity or expression, marital status, pregnancy, citizenship, or any other factor protected by anti-discrimination laws.
If you have a disability under the Americans with Disabilities Act or similar law, and you wish to discuss potential accommodations related to applying for employment at our company, please contact Human Resources via email at  [Click Here to Email Your Resumé] or call our HR Help Desk at (702) 402-5500 and select '0' or Fax your request at (702) 402-0031.  TTY Sensory Impaired - 711



",Full-Time,Experience - At least 6 year(s),Energy - Utilities - Gas - Electric,"7155 South Lindell RoadLas Vegas, NV 89118","$81,000.00 - $105,000.00 /Year",Programmer IV,Travel - Negligible
230,NA,SNI Technology,NA,"
SNI Technology has an exciting opportunity for a Jr Software Developer to join a growing national logistics firm. Firmly situated in the O'Hare corridor, our client is interested in hiring a developer with 1 year of experience and then turning around and training the candidate on Angular JS, integration testing and teaching him/her the full Software Development Life Cycle. Our client is open to hiring all experience levels and is particularly interested in Jr candidate's whose primary experience comes from school and/or internshipsTo be effective in this role, the Jr Software Developer will:
Work with business users to gather requirements, clearly define the scope of projects and ensure their timely delivery
Act as a lead on all custom and maintenance development projects as assigned
Interface with stakeholders as needed
Requirements for the Jr Software Developer role include: 
Bachelor's degree in Computer Science or related field
1+ year of stable work history as a Developer
A thorough understanding of Asp.Net, C# and SQL Server with the propensity to learn AngularJS
For immediate consideration or for more information please reach out to Kleo at 847-325-2980 or via email at [Click Here to Email Your Resumé]
",Full-Time,Experience - At least 1 year(s),Transportation,"Itasca, IL","$60,000.00 - $70,000.00 /Year",Jr Software Developer,Travel - Negligible
231,Information Technology,NA,NA,"
Veritude is hiring for an Agile Engineer (SDET) for Fidelity Investments in Boston MA/ Join us as we launch our better way of working!  We offer a dynamic role in an organization that is rapidly innovating the way in which we work, all in the way of enabling greater individual and team contributions toward our shared goals.  Be a part of our Squad (Scrum team) as we deliver cutting edge features that will help make Fidelity the dominant digital Advice player in the Workplace segment.  The Expertise We’re Looking For  An undergraduate degree in Computer Science, a relatable STEM field or equivalent recent experience 6+ years’ experience delivering solutions to business problems in the Financial Services industry A clear vision around the right way to implement Test Driven Development and to automate the mundane  The Purpose of Your Role  The Agile engineer will work within a Squad comprised of “T-shaped” associates. Our squad is one of six that deliver features and maintain platforms supporting Fidelity’s Workplace Advice business line.  Together with key business partners (such as Product Strategy, Product Development, Platform Operations, Investment Operations, User Experience Design) along with architects, shared service providers and 3rd party vendors, our squad delivers enhancements to meet aggressive team goals and business outcomes.  The Skills You Bring  You are self-directed, pragmatic, results-oriented and willing to learn You have the skillsets to design and develop automated acceptance tests using Selenium, Gherkin and Java 8 You understand modern DevOps practices and can contribute to an automated integration and deployment pipeline You are analytical and have expertise with OOD and tools such as UML You have expert SQL skills to develop and analyze relational data sets You understand the software development lifecycle and can contribute in code reviews You are a strong communicator - both written and verbally – who can communicate on complex topics to junior and senior audiences  The Value You Deliver  Decomposing new and enhanced capabilities into a backlog of features and enablers, leveraging your expert knowledge of systems integrations and our product offering Designing reliable, portable, accurate and trustworthy tests; and in integrating them into CI/CD pipelines Participating in the development process through writing and maintaining application features and automated tests including unit tests, component tests, integration tests, functional tests, performance tests, scenario tests and interoperability tests Using your knowledge of the product, testing and testability in order to influence better software design, promoting proper software engineering and bug prevention strategies, testability and security Collaborating with team members on improving the team's test coverage, release velocity and production health Participating in team application and test code reviews Developing business reporting solutions to provide insights into business operations and customer behaviors  How Your Work Impacts the Organization  Personal Investing (PI) unit of Fidelity Personal, Workplace and Institutional Services (PWIS), help millions of people save and invest through individual retail account savings plans. PI builds lifetime relationships with customers and provides solutions for them to achieve personal investing objectives. The group serves customers online, over the phone, and through a nationwide network of investor centers.  The PI technology organization supports Fidelity's PI Portfolio Advisory Services (PAS) Managed Account business by delivering cutting edge technology solutions across complex multi-system platforms that support Managed Account products and capabilities.
",Contractor,Experience - At least 3 year(s),Banking - Financial Services,"Boston, MA 02110",$94.00 /Hour,SDET - Full Stack Engineer,NA
232,Information Technology,OPTOMI,Degree - Graduate Degree,"

Lead Java Developer (Backend programming ) – Contract to Hire – Irvine, CA  
  Are you a Sr Java Developer (Backend Programming) looking for a new challenging opportunity? 

Optomi, in partnership with a leading Technology Company, is seeking a Lead Java Developer (Backend Programming) for their Irvine, CA location.

Successful candidates responsibilities for the Java Developer (Backend Programming) include working on complex application problems involving all phases of software development and maintenance.  The developer analyzes requirements and develops detailed design specifications, develops block diagrams and logic flowcharts, and translates detailed designs to computer programs.  The developer codes, tests, debugs, and refines new software or makes enhancements to existing programs to produce the required product.  Developers must be able to participate in code reviews and provide constructive feedback to other developers.

What the right professional will enjoy!!!!

An innovative working atmosphere with exposure to cutting-edge technologies
Flexibility in hours and good work/life balance
Utilize the integration of innovative and emerging technologies
Family oriented team environment that cares about your professional and personal growth



KEY RESPONSIBILITIES:   

Design and lead the development of the next generation software as an intelligent, web-scale system (SaaS, multi-tenancy, scalable, AI).
Ensure security is built into the design at API, storage, memory levels.
Collaborate with product management and quality assurance.
Lead architecture and code reviews.
Review business requirements and functional design specifications.
Create detailed design and API specifications.
Develop flexible software solutions to support the changing business requirements.
Regular technical reviews – product design, architecture, code reviews.
Innovate and improve SDLC process.





Apply today if your background includes:


Passion to innovate, learn and share knowledge.
More than 8 years of proven experience in designing and developing Java web applications
Excellent knowledge of Java EE, Threads, JMS, JPA, Spring, Web Services, Servlets / Tomcat.
Experience with ORM - Hibernate, EclipseLink, etc
Experience with SQL, designing RDBMS Schemas, MySQL, Oracle
Experience with NoSQL DB (MongoDB, HBase, etc)
Strong general computer science knowledge - data structures, algorithms, design patterns, memory management, security, reusability, etc
Excellent analytical and problem-solving skills
Experienced with SCRUM or other Agile methodologies.
Self-motivated, energetic, able to learn independently.
BS/MS Degree in Computer Science or equivalent.


",Contract to Hire,Experience - 7 to 14 years,Computer Software,"Irvine, CA",$45.00 - $65.00 /Hour,Sr. Java Developer,Travel - None
233,Health Care,BCforward,Degree - None,"
Experience administering large scale on-premise, cloud based and Hybrid Microsoft Exchange Server and Microsoft Skype for Business Server environments. Experience with Exchange 2013 and Exchange 2016 High Availability clustering and site resiliency systems. Proficient with MX Records, DNS services and Active Directory services and how they support Microsoft collaboration based systems. Hands On administration experience with Microsoft Office 365 cloud technologies like Azure, Azure ADFS, OneDrive, Yammer, SharePoint Teams, Delve, Lync Audio Conferencing. PowerShell experience with the ability to create and modify scripts. Migrations from On-Premise Exchange and Skype Server to Office 365 a plus. 1. PowerShell experience with the ability to create and modify scripts 2. Provides trouble resolution on complex problems; serves as an escalation point for the most complex systems issues or resolutions; develops root cause analysis activities that resolve significant system issues 3. Provides trouble resolution and serves as point of technical escalation on complex problems 4. May be assigned to project teams for technical consultation to business partners and developers 5. Oversees enterprise mix of vendor services; recommends changes and updates to strategy; 6. Leads Level 3 and 4 incident recoveries; may organize the efforts of other analysts as part of incident recovery; leads root cause analysis efforts. 7. Experience administering large scale on premise and cloud based Microsoft Exchange Server and Microsoft Skype for Business Server environments. 8. Exchange 2013 and Exchange 2016 High Availability clustering and site resiliency 9. Dell/Quest Email Archiver administration 10. Experience and knowledge of various types of Microsoft Exchange and Microsoft Lync messaging transports, clients and API’s. 11. Proficient with MX Records, DNS services and Active Directory services and how they support Microsoft collaboration based systems. 12. Experience with mixed mode Microsoft Exchange and Lync hybrid environments is a plus. 13. Hands On administration experience with Microsoft Office 365 cloud technologies like Azure, OneDrive, Yammer, SharePoint Teams, Lync Audio Conferencing. 14. Understand and experience with message flow configurations and troubleshooting

Experience administering large scale on-premise, cloud based and Hybrid Microsoft Exchange Server and Microsoft Skype for Business Server environments. Experience with Exchange 2013 and Exchange 2016 High Availability clustering and site resiliency systems. Proficient with MX Records, DNS services and Active Directory services and how they support Microsoft collaboration based systems. Hands On administration experience with Microsoft Office 365 cloud technologies like Azure, Azure ADFS, OneDrive, Yammer, SharePoint Teams, Delve, Lync Audio Conferencing. PowerShell experience with the ability to create and modify scripts. Migrations from On-Premise Exchange and Skype Server to Office 365 a plus. 1. PowerShell experience with the ability to create and modify scripts 2. Provides trouble resolution on complex problems; serves as an escalation point for the most complex systems issues or resolutions; develops root cause analysis activities that resolve significant system issues 3. Provides trouble resolution and serves as point of technical escalation on complex problems 4. May be assigned to project teams for technical consultation to business partners and developers 5. Oversees enterprise mix of vendor services; recommends changes and updates to strategy; 6. Leads Level 3 and 4 incident recoveries; may organize the efforts of other analysts as part of incident recovery; leads root cause analysis efforts. 7. Experience administering large scale on premise and cloud based Microsoft Exchange Server and Microsoft Skype for Business Server environments. 8. Exchange 2013 and Exchange 2016 High Availability clustering and site resiliency 9. Dell/Quest Email Archiver administration 10. Experience and knowledge of various types of Microsoft Exchange and Microsoft Lync messaging transports, clients and API’s. 11. Proficient with MX Records, DNS services and Active Directory services and how they support Microsoft collaboration based systems. 12. Experience with mixed mode Microsoft Exchange and Lync hybrid environments is a plus. 13. Hands On administration experience with Microsoft Office 365 cloud technologies like Azure, OneDrive, Yammer, SharePoint Teams, Lync Audio Conferencing. 14. Understand and experience with message flow configurations and troubleshooting
",Contractor,Experience - 5 to greater than 15 years,Insurance,"Richmond, VA",$50.00 /Hour,Infrastructure Engineer,Travel - None
234,Information Technology,Mason Frank,Degree - 4 Year Degree,"
Salesforce Developer - San Diego, California - $55-$80phKey client of mine based in San Diego, California is looking to bring on a Salesforce Developer ASAP for a 6+ month contract opportunity offering remote flexibility and the possibility of contract extension.Within this role you will be held responsible for a large data migration project, migrating and automating data from a legacy system to the Salesforce platform utilizing Salesforce Data Loader and/or Informatica. The ideal candidate will come from a financial services background and be local to the San Diego area.Requirements: 
4+ years hands-on Salesforce development / administration experience - expert Apex and Visualforce coder
3+ years data migration experience working with Salesforce Data Loader and/or Informatica
Extensive 3rd party application integration experience
Financial industry experience required
Excellent communication skills
Salesforce administrator and/or developer certification
Interviews will be taking place immediately. If this is a role you would like to be considered for apply now by sending your resume to Brianna at [Click Here to Email Your Resumé].U.S. Citizens and others authorized to work in the U.S. encouraged to apply.Mason Frank International is the global leader for Salesforce.com recruitment, advertising more Salesforce.com jobs than any other agency. We deal with both Salesforce.com Partners & End Users throughout North America. By specializing solely in placing candidates in the Salesforce.com market I have built relationships with most of the key employers in North America and have an unrivaled understanding of where the best opportunities and Salesforce.com jobs are. Mason Frank International is the leading Salesforce.com recruitment firm in the US, advertising more Salesforce.com / SFDC jobs than any other agency.
",Contractor,Experience - At least 3 year(s),Accounting - Finance,"San Diego, California, CA",$55.00 - $80.00 /Hour,"Salesforce Developer - San Diego, CA - $55-$80ph",Travel - None
235,Information Technology,AYM Alliance,Degree - 4 Year Degree,"
Lead Software
Engineer   

Lead the Software Development team.  Software architecture and development.  
         




Strong experience leading software development teams.


Software architecture


Software Development on Windows with Visual Studio


C++, C# and WPF


Object-oriented design experience


Designing solutions for large-scale, scalable architectures


Hardware/firmware interface experience over USB, 232/485, CAN, and/or TCP/UDP


Source Control, Git and Team Foundation Server


Linux, iOS 


Experience developing code for servo motor motion control


",Full-Time,Experience - At least 8 year(s),"Computer Hardware, Electronics, Manufacturing","Oxnard, CA",NA,Lead Software Engineer,NA
236,Information Technology,UnitedHealth Group,Degree - 4 Year Degree,"
What are the top 5-10 responsibilities for this position? (Please be detailed as to what the candidate is expected to do or complete daily)

Java / Java Script / Adobe CQ
Unit / Automated Testing
Scrum Team member
Technical Documentation
Code Reviews
Rally Updates

What software tools/skills are needed to perform these daily responsibilities?

GIT/SVN, IBM RAD, Spring Tool Suite, Apache Maven, Jenkins


Strong Angular JS and JavaScript
Ability to connect UI to the back end

What skills/attributes are a must have?

2+ years of application design and development experience
Experience with Java, JavaScript
Proven success using and driving a repeatable, iterative software development methodology
Track record of completing software development projects on-time and on-budget
Demonstrated ability to communicate with and influence business leadership and technologists
Bachelor's Degree OR High School Diploma/GED + 5 years of equivalent experience


What skills/attributes are nice to have?


Experience delivering Web based technology solutions, Angular JS
Experience with Spring, REST Services, WSDL, SOAP, XML Schemas, JDBC, Adobe CQ5
Experience with HTML, WebSphere, Hibernate, JQuery, Apache Experience with Web Security Experience with Spring Tool Suite, IBM RAD
Experience with offshore resources Experience with Agile Software Development
Knowledge of the healthcare industry

",Contractor,Experience - 5 to 6 years,Healthcare - Health Services,"6109 Blue Circle DriveHopkins, MN 55343",$55.00 - $65.00 /Hour,Full-Stack Java Developer,Travel - None
237,"QA - Quality Control, Manufacturing, Engineering",Nipro PharmaPackaging,Degree - 4 Year Degree,"
Responsible to ensure customer complaints, inquiries, quality questions are handled in a manner consistent with the Corporate goals established by Executive Management.  Work jointly with customers and manufacturing on continuous improvement activities.  Collaborates with other functional areas to help drive systematic, sustainable, and measurable business improvements in processes and productivity. The incumbent will assist in development, implementation and maintenance of quality assurance systems and regulatory protocols.

Main Activities:

- Follows all regulatory guidelines, cGMP guidelines, Environmental Health and Safety regulations as required by the job function  -Provides QA review and approval of validation protocols and reports for manufacturing process, equipment and facility validation activities  -Provides QA review and approval for new and existing procedures, change controls, deviations and investigations.  -Identify problems through trend and investigational data and conduct independent or team driven problem solving using root cause analysis   -Drives efficiency and process improvement projects within Quality and supports projects in other areas  -Works to create an environment of open communication, participation and information-sharing within and between teams within Quality Assurance and throughout facility  -Leads in the development of a climate of quality and safety within the teams, by identifying and monitoring quality and safety standards  -Authors SOPs, validation documents, change controls, statistical and risk assessments for site non-commercial and commercial projects relating to Quality  -Ensures all work is performed and documented according to approved standard operating procedures, in general compliance with cGMPs and in a timely manner consistent with agreed upon schedules

 - Position requires up to 30 to 40 % travel mostly US, but may include PR, Europe, Canada and/or Customer/Vendor Locations

 - Follow the 4 C's outlined in the QMS policy - communication, commitment, continuous improvement, and customer satisfaction

 - Promotes teamwork in all areas

 - Exemplifies all safety, health and environment rules, company rules, regulations and ISO procedures and work instructions

 (Other duties may be assigned as necessary)




Education / Experience / Knowledge / Skills Requirement

 

Education:   Bachelor degree in Business, Engineering, or other technical disciplines

Experience: Minimum of 5 years experience in manufacturing, or quality environment or related field

Specific Knowledge: Demonstrated leadership in continuous improvement skills (Lean Six Sigma) and regulatory standards and quality and management systems (ISO -9000, 14000, OSHA 18000, FDA, cGMP, etc.)

Business Knowledge: Strong business orientation and Broad experience in process improvement and quality management systems
 Skills Competencies: Six Sigma certification, minimum Green Belt.  Dynamic leadership ability to develop and energize multi-disciplined, work teams to learn and apply new skills/techniques to business needs.  Strong project management expertise.  Demonstrated competency in strategic thinking and leadership with strong relationship skills.  Proven ability to reconcile conflicting needs and obtain consensus from multiple views.  Good interpersonal skills, ability to develop excellent working relationships in the business and with suppliers.
",Full-Time,Experience - 5 to 9 years,Manufacturing,"1200 N. 10Th StreetMillvile, NJ 08332",NA,Quality Engineer,Travel - Up to 25%
238,Information Technology,Babich & Associates,NA,"
Our mid-sized Fort Worth area client company is searching for a Full Stack Java Developer with DevOps process automation experience for an excellent permanent direct-hire opportunity. 



To be considered, candidates must:
●  Have a minimum of 3-5+ years of strong Java 1.7 and Java 1.8 development experience on a J2EE platform in a web-based environment. 
●  Be able to work well with team members and to communicate effectively with users. 
●  Be comfortable in a role that consists of approximately 65% back end (Java/J2EE) and 35% front end (JavaScript/AngularJS); and with about 70% new software coding, and about 30% software maintenance and DevOps process automation. 
●  Experience with SQL, Linux and Oracle, as well as a Bachelor's Degree in Computer Science or a related discipline, are preferred although not required. 
●  Candidates must be able to work for any U.S. employer without sponsorship or visa transfer. 
Total compensation package will run from $137,500 to $150,000, +/-, DOE, inclusive of a starting base salary to $110,000 and an excellent full benefits package that provides generous quarterly profit sharing, a 401(k) with employer match, tuition reimbursement, on-site fitness facilities, excellent work/life balance, casual attire, up to three days remote/telecommute work per week, and much more! If interested, please email your resume in MS Word format to [Click Here to Email Your Resumé], and then call Steve Palmer at (214) 515-7615 for immediate consideration!



",Full-Time,Experience - At least 3 year(s),Computer Software,"Dallas, TX","$90,000.00 - $110,000.00 /Year",FULL STACK JAVA ENGINEER,Travel - Negligible
239,Engineering,"CommTech Services, Inc",Degree - 4 Year Degree,"
Quality Engineer Summary
Implements quality management system in a mid-sized machining and coating shop designed to ensure continuous production of products conforming to established standards, by performing the following duties. 
 
Essential Duties and Responsibilities include the following:
 

Utilizes basic statistical process control to monitor and improve processes and identify and correct deficiencies in processes and utilizes statistical and spreadsheet software. 
Supports the functions of inspection and laboratory; this may include training to understand the processes as well as certification, per customer requirements.
Reviews customer purchase orders to assure customer requirements are understood and that the facility has the current specifications, capabilities, and approvals to meet those requirements.
Drives understanding and improvement of measurement systems through activities such as gauge repeatability and reproducibility studies and measurement system analyses. Has experience using various gauges to measure product.
Initiates and participates in corrective/preventive action stemming from internal audit findings, customer complaints, and product and process issues.
Performs audits of internal products/processes and vendors and prepares for and interacts with external quality auditors, including helping to successfully close audit findings from external audits. 
Interacts directly with other departments and customers to assure product conformance. Activities may include assistance in developing cost estimates and review of technical plans/data cards.
Communicates with customer and regulatory quality organizations on issues and supports maintenance of required customer certifications relating to quality.
Responsible for conformance of product, processes, and services to customer and regulatory requirements. Works with management to halt processes creating nonconforming product.
Prepares First Article Inspection / Pilot Lot Reports for those customers requiring them.
Reports to General Manager at prescribed intervals on quality objectives, performance of the quality system, and customer issues, also reporting between intervals on issues as appropriate. Utilizes report-making and presentation software.
Performs other duties as assigned.

 
Qualifications  
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The competencies listed below are representative of the knowledge, skill, and/or ability required.
 
Job-Specific Competencies


Computer Skills


Problem Solving/Analysis


Technical Documents


Leadership


Attention to details


Desire to learn new processes
 
DESIRED Education, Experience, & Other Skills:






Bachelor’s Degree in Engineering or Science preferred; or ASQ Certification as Quality Engineer; or Five years of experience as quality specialist and/or other engineering/quality position.


Mathematical Skills - Ability to apply mathematical concepts and basic statistics to such tasks as statistical process control and design of experiment. Demonstrates better understanding and utilization than a Quality Specialist.


 


Aerospace experience; AS9100/ISO 9001


Background in metallurgical engineering; 


Background in machine shop, and or CNC Machining environment.


Thermal Spray/Coating experience a BIG Plus 




 
EOE/AAP
 
EXCELLENT Benefit package including Medical and matching 401K



Quality Engineer Summary
Implements quality management system in a mid-sized machining and coating shop designed to ensure continuous production of products conforming to established standards, by performing the following duties. 
 
Essential Duties and Responsibilities include the following:
 

Utilizes basic statistical process control to monitor and improve processes and identify and correct deficiencies in processes and utilizes statistical and spreadsheet software. 
Supports the functions of inspection and laboratory; this may include training to understand the processes as well as certification, per customer requirements.
Reviews customer purchase orders to assure customer requirements are understood and that the facility has the current specifications, capabilities, and approvals to meet those requirements.
Drives understanding and improvement of measurement systems through activities such as gauge repeatability and reproducibility studies and measurement system analyses. Has experience using various gauges to measure product.
Initiates and participates in corrective/preventive action stemming from internal audit findings, customer complaints, and product and process issues.
Performs audits of internal products/processes and vendors and prepares for and interacts with external quality auditors, including helping to successfully close audit findings from external audits. 
Interacts directly with other departments and customers to assure product conformance. Activities may include assistance in developing cost estimates and review of technical plans/data cards.
Communicates with customer and regulatory quality organizations on issues and supports maintenance of required customer certifications relating to quality.
Responsible for conformance of product, processes, and services to customer and regulatory requirements. Works with management to halt processes creating nonconforming product.
Prepares First Article Inspection / Pilot Lot Reports for those customers requiring them.
Reports to General Manager at prescribed intervals on quality objectives, performance of the quality system, and customer issues, also reporting between intervals on issues as appropriate. Utilizes report-making and presentation software.
Performs other duties as assigned.

 
Qualifications  
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The competencies listed below are representative of the knowledge, skill, and/or ability required.
 
Job-Specific Competencies


Computer Skills


Problem Solving/Analysis


Technical Documents


Leadership


Attention to details


Desire to learn new processes
 
DESIRED Education, Experience, & Other Skills:






Bachelor’s Degree in Engineering or Science preferred; or ASQ Certification as Quality Engineer; or Five years of experience as quality specialist and/or other engineering/quality position.


Mathematical Skills - Ability to apply mathematical concepts and basic statistics to such tasks as statistical process control and design of experiment. Demonstrates better understanding and utilization than a Quality Specialist.


 


Aerospace experience; AS9100/ISO 9001


Background in metallurgical engineering; 


Background in machine shop, and or CNC Machining environment.


Thermal Spray/Coating experience a BIG Plus 




 
EOE/AAP
 
EXCELLENT Benefit package including Medical and matching 401K



Bachelor’s Degree in Electrical Engineering
",Full-Time,Experience - 5 to 10 years,Consumer Products,"Edison, NJ","$70,000.00 - $75,000.00 /Year",Quality Engineer,NA
240,Information Technology,NA,NA,"
Java DevOps Engineer 
 
Our well known and industry leading client is looking for a Java DevOps Engineer to lead the delivery of their application deployment artifacts.  
 
This Java DevOps Engineer must come from a Java background and should be very experienced in Build / Release Management, and creating integrations with Java REST APIs. 
 
This Contract-to-Hire opportunity will offer a competitive salary from $115,000-$125,000 based on experience along with Medical, Dental, and Vision benefits and a 401k matching program.

Requirement skill set:

5+ years of Build / Release Experience 
Java Development background
Java REST API development 

 
For those interested in joining a fortune 500 company and expanding their DevOps experience, please forward an updated copy of your resume to [Click Here to Email Your Resumé] 
 
Key Terms: DevOps, Java, Java REST API, Build / Release 
",Contract to Hire,Experience - 5 to 10 years,Banking - Financial Services,"201 South Tryon StreetCharlotte, NC 28202",$50.00 - $60.00 /Hour,Java DevOps Engineer,Travel - None
